SKU,Product Name,Product ID,Brand,Model,Ext,Product Description,Item Type,Standard Price,Bullet Point1,Bullet Point2,Bullet Point3,Bullet Point4,Bullet Point5,Search Terms1,Search Terms2,Search Terms3,Search Terms4,Search Terms5,Lens Color,Frame Material Type,Lens Material Type,Item Shape,Polarization Type,Lens Width,Bridge Width,Arm Length,Department,Frame Color,Special Features1
HF-QZ73-X9P6,Ray-Ban RB4180 601S9A Aviator LiteForce Matte Black Frame / Polarized Classic Green Lens,,Ray Ban,mRB4180,e601S9A,"The Iconic Ray-Ban Aviator is redefined in the Liteforce sunglasses series. These sunglasses are made of a new bio-material semi-crystalline thermoplastic used in aerospace, automotive and medical implant technology. The innovative material of the Aviator Liteforce RB4180 provides superior lightness, durability and comfort in a plastic frame design. The unique construction of the Aviator Liteforce allows for the same thickness of the metal Aviator Classic but with extreme lightness. These designer sunglasses offer a variety of lens treatments including polarized and Mirror and contain a hydro-oleophobic coating which resists liquids from falling on the lens.",sunglasses,204.99,Model: RB4180 AVIATOR LITEFORCE.,Color: 601S9A - Matte Black Frame / Polarized Classic Green G-15 Lens.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Gender: Unisex.,Made in Italy.,Ray Ban rayban ray-ban gift for her him,4180 pilot aviator light force lite force,Wayfarer original 55 58 52 50 mm,Sunglasses glasses frame shades,polarized lens lenses authentic made in italy,black,composite,plastic,aviator,polarized,58,13,140,unisex-adult,Black,prescription-ready
U1-5GWV-MV6D,Ray-Ban RB4181 601 Unisex Sunglasses Black Frame / Green Classic G-15 Lens,,Ray Ban,mRB4181,e601,Ray-Ban ® RB4181sunglasses are a simple yet elegant design. The injected larger plastic frame is both comfortable and stylish. A Ray-Ban logo decorates the lens and temples of these sunglasses. These sunglasses are prescription friendly and look fantastic on all face shapes.,sunglasses,129.99,Model: RB4181.,Color: 601 Black Frame / Green Classic G-15 Lens.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Made in Italy.,Gender: Unisex.,Ray Ban rayban ray-ban gift discount sale,Aviator for men women unisex girlfriend boyfriend,sunglasses for women man glasses shades frame,Sunglasses glasses frame shades discount sale,polarized lens lenses authentic made in italy,black,plastic,plastic,round,non-polarized,57,16,145,unisex-adult,Green,
C8-24Y6-1ZKP,Ray-Ban RB4221 61676Q Unisex Sunglasses Red Rubber Frame / Red Mirror Lens,,Ray Ban,mRB4221,e61676Q,"how off in style with the RB 4221, the newest addition to the Highstreet sun collection. It features a square frame for a fresh, unisex look, plus new iridescent rubberized tones and high quality mirrored and gradient lenses. This model proves it's hip to be squared.",sunglasses,99.95,Model: RB4221..,Color: 61676Q Red Rubber Frame / Red Mirror Lens.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Gender: Unisex.,100% UVA/UVB protection.,Ray Ban rayban ray-ban gift for her him,4221 square wayfarer light force lite force,Wayfarer original 55 58 52 50 mm,Sunglasses glasses frame shades discount,lens lenses authentic made in italy original,purple,composite,mirrored,wayfarer,non-polarized,50,19,145,unisex-adult,Brown,prescription-ready
KV-88ZY-ZLZS,Ray-Ban RB4221 61693R Unisex Sunglasses Green Rubber Frame / Green Flash Lens,,Ray Ban,mRB4221,e61693R,"how off in style with the RB 4221, the newest addition to the Highstreet sun collection. It features a square frame for a fresh, unisex look, plus new iridescent rubberized tones and high quality mirrored and gradient lenses. This model proves it's hip to be squared.",sunglasses,109.99,Model: RB4221.,Color: 61693R Green Rubber Frame / Green Flash Lens.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Gender: Unisex.,100% UVA/UVB protection.,Ray Ban rayban ray-ban gift for her him,4221 square wayfarer light force lite force,Wayfarer original 55 58 52 50 mm,Sunglasses glasses frame shades discount,lens lenses authentic made in italy original,green,composite,mirrored,wayfarer,non-polarized,50,19,145,unisex-adult,Brown,prescription-ready
GR-EJ9R-40Z6,Ray-Ban RB4221 617055 Unisex Sunglasses Blue Rubber Frame / Blue Flash Lens,,Ray Ban,mRB4221,e617055,"how off in style with the RB 4221, the newest addition to the Highstreet sun collection. It features a square frame for a fresh, unisex look, plus new iridescent rubberized tones and high quality mirrored and gradient lenses. This model proves it's hip to be squared.",sunglasses,109.99,Model: RB4221.,Color: 617055 Blue Rubber Frame / Blue Flash Lens.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Gender: Unisex.,100% UVA/UVB protection.,Ray Ban rayban ray-ban gift for her him,4221 square wayfarer light force lite force,Wayfarer original 55 58 52 50 mm,Sunglasses glasses frame shades discount,lens lenses authentic made in italy original,blue,composite,mirrored,wayfarer,non-polarized,50,19,145,unisex-adult,Brown,prescription-ready
2H-D1AD-4NUQ,Ray-Ban RB4222 61684V Round Sunglasses Violet Rubber Frame / Flash Violet Lens,,Ray Ban,mRB4222,e61684V,"Get your look up-to-date with the newest addition to the Highstreet sun collection, the RB 4222. This Ray-Ban model comes in a new round sun shape and it features iridescent rubberized nylon fibre fronts in vivid colors, for a fresh look. Add some edge to your style and shine on.",sunglasses,109.99,Model: RB4222.,Color: 61684V Violet Rubber Frame / Flash Violet Lens.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Gender: Unisex.,100% UVA/UVB protection.,Ray Ban rayban ray-ban gift for her him,4222 round vintage retro light force lite force,Wayfarer original 55 58 52 50 mm hipster,Sunglasses glasses frame shades discount,lens lenses authentic made in italy original,purple,composite,mirrored,round,non-polarized,50,21,145,unisex-adult,Brown,prescription-ready
2H-MFBY-4UG2,"Ray-Ban RB4226 Square Unisex Sunglasses (Black Frame / Green Classic Lens 605271, 56)",,Ray-Ban,mRB4226,e605271,"Introducing the new RB4226, inspired by popular modern Ray-Ban styles but given an innovative masculine twist. The model comes with the options of gradient, mirror and polar lenses. This squared shape is available in contemporary tones and finished with a 3D metal Ray-Ban logo on the temples, for a modern design that takes masculine highstreet style to a new level.",sunglasses,119.99,Model: RB4226.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Style: Square.,Gender: Unisex.,Case color may occasionally vary.,Ray Ban rayban ray-ban new original rb,cockpit ray bans women 56mm 56 59 59mm 002 4j 4o,4226 rb clubround 51 51mm carbon fibre,made in italy auhtentic mirror gradient,lens lenses authentic frame shades glasses,not,plastic,plastic,Square,non-polarized,56,16,145,unisex-adult,Black Frame / Green Classic Lens 605271,prescription-ready
Q3-GJ6S-V384,"Ray-Ban RB4226 Square Unisex Sunglasses (Black Frame / Green Classic Lens 605271, 59)",,Ray-Ban,mRB4226,e605271,"Introducing the new RB4226, inspired by popular modern Ray-Ban styles but given an innovative masculine twist. The model comes with the options of gradient, mirror and polar lenses. This squared shape is available in contemporary tones and finished with a 3D metal Ray-Ban logo on the temples, for a modern design that takes masculine highstreet style to a new level.",sunglasses,119.99,Model: RB4226.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Style: Square.,Gender: Unisex.,Case color may occasionally vary.,Ray Ban rayban ray-ban new original rb,cockpit ray bans women 56mm 56 59 59mm 002 4j 4o,4226 rb clubround 51 51mm carbon fibre,made in italy auhtentic mirror gradient,lens lenses authentic frame shades glasses,not,plastic,plastic,Square,non-polarized,59,16,145,unisex-adult,Black Frame / Green Classic Lens 605271,prescription-ready
LD-OWTI-PU9P,"Ray-Ban RB4226 Square Unisex Sunglasses (Black Frame / Grey Gradient Lens 601/8G, 59)",,Ray-Ban,mRB4226,e6018G,"Introducing the new RB4226, inspired by popular modern Ray-Ban styles but given an innovative masculine twist. The model comes with the options of gradient, mirror and polar lenses. This squared shape is available in contemporary tones and finished with a 3D metal Ray-Ban logo on the temples, for a modern design that takes masculine highstreet style to a new level.",sunglasses,134.99,Model: RB4226.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Style: Square.,Gender: Unisex.,Case color may occasionally vary.,Ray Ban rayban ray-ban new original rb,cockpit ray bans women 56mm 56 59 59mm 002 4j 4o,4226 rb clubround 51 51mm carbon fibre,made in italy auhtentic mirror gradient,lens lenses authentic frame shades glasses,not,plastic,plastic,Square,non-polarized,59,16,145,unisex-adult,Black Frame / Grey Gradient Lens 601/8G,prescription-ready
DL-BMHJ-OPSJ,"Ray-Ban RB4226 Square Unisex Sunglasses (Blue Frame / Green Classic Lens 618871 , 56)",,Ray-Ban,mRB4226,e618871,"Introducing the new RB4226, inspired by popular modern Ray-Ban styles but given an innovative masculine twist. The model comes with the options of gradient, mirror and polar lenses. This squared shape is available in contemporary tones and finished with a 3D metal Ray-Ban logo on the temples, for a modern design that takes masculine highstreet style to a new level.",sunglasses,119.99,Model: RB4226.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Style: Square.,Gender: Unisex.,Case color may occasionally vary.,Ray Ban rayban ray-ban new original rb,cockpit ray bans women 56mm 56 59 59mm 002 4j 4o,4226 rb clubround 51 51mm carbon fibre,made in italy auhtentic mirror gradient,lens lenses authentic frame shades glasses,not,plastic,plastic,Square,non-polarized,56,16,145,unisex-adult,Blue Frame / Green Classic Lens 618871,prescription-ready
2H-MFC1-4UG2,"Ray-Ban RB4226 Square Unisex Sunglasses (Blue Frame / Green Classic Lens 618871, 59)",,Ray-Ban,mRB4226,e618871,"Introducing the new RB4226, inspired by popular modern Ray-Ban styles but given an innovative masculine twist. The model comes with the options of gradient, mirror and polar lenses. This squared shape is available in contemporary tones and finished with a 3D metal Ray-Ban logo on the temples, for a modern design that takes masculine highstreet style to a new level.",sunglasses,119.99,Model: RB4226.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Style: Square.,Gender: Unisex.,Case color may occasionally vary.,Ray Ban rayban ray-ban new original rb,cockpit ray bans women 56mm 56 59 59mm 002 4j 4o,4226 rb clubround 51 51mm carbon fibre,made in italy auhtentic mirror gradient,lens lenses authentic frame shades glasses,not,plastic,plastic,Square,non-polarized,59,16,145,unisex-adult,Blue Frame / Green Classic Lens 618871,prescription-ready
Q3-GJ6N-V384,"Ray-Ban RB4226 Square Unisex Sunglasses (Tortoise Frame / Brown Classic Lens 710/73, 56)",,Ray-Ban,mRB4226,e71073,"Introducing the new RB4226, inspired by popular modern Ray-Ban styles but given an innovative masculine twist. The model comes with the options of gradient, mirror and polar lenses. This squared shape is available in contemporary tones and finished with a 3D metal Ray-Ban logo on the temples, for a modern design that takes masculine highstreet style to a new level.",sunglasses,119.99,Model: RB4226.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Style: Square.,Gender: Unisex.,Case color may occasionally vary.,Ray Ban rayban ray-ban new original rb,cockpit ray bans women 56mm 56 59 59mm 002 4j 4o,4226 rb clubround 51 51mm carbon fibre,made in italy auhtentic mirror gradient,lens lenses authentic frame shades glasses,not,plastic,plastic,Square,non-polarized,56,16,145,unisex-adult,Tortoise Frame / Brown Classic Lens 710/73,prescription-ready
LD-OWTF-PU9P,"Ray-Ban RB4226 Square Unisex Sunglasses (Tortoise Frame / Brown Classic Lens 710/73, 59)",,Ray-Ban,mRB4226,e71073,"Introducing the new RB4226, inspired by popular modern Ray-Ban styles but given an innovative masculine twist. The model comes with the options of gradient, mirror and polar lenses. This squared shape is available in contemporary tones and finished with a 3D metal Ray-Ban logo on the temples, for a modern design that takes masculine highstreet style to a new level.",sunglasses,119.99,Model: RB4226.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Style: Square.,Gender: Unisex.,Case color may occasionally vary.,Ray Ban rayban ray-ban new original rb,cockpit ray bans women 56mm 56 59 59mm 002 4j 4o,4226 rb clubround 51 51mm carbon fibre,made in italy auhtentic mirror gradient,lens lenses authentic frame shades glasses,not,plastic,plastic,Square,non-polarized,59,16,145,unisex-adult,Tortoise Frame / Brown Classic Lens 710/73,prescription-ready
B1-3QR9-IUXF,"Ray-Ban RB4246 Clubround Unisex Sunglasses (Black Frame / Brown Pink Flash Lens 1197Z2, 51)",,Ray-Ban,mRB4246,e1197Z2,"The newest Ray-Ban legend was inspired by the authentic style of modern intellectuals and bohemian creatives : introducing the Clubround. As unmistakable as it is unique, the Clubround is the combination of two of the year’s most successful trends, the Clubmaster and Round styles. Yet this authentic design with unique new colors and lenses is about to become an icon in its own right. The Clubround’s phantos sun shape creates a bold identity with an unmistakable profile in premium quality acetate and metal, resilient with a perfect finish. With classic and contemporary mirror lenses that guarantee 100% protected, ultra-clear vision, the Ray-Ban Clubround is a new icon with both style and substance. These brand new styles are available for pre-release, only on ray-ban.com.",sunglasses,169.99,Model: RB4246 Clubround.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Style: Clubround,Gender: Unisex,Made in Italy.,Ray Ban rayban ray-ban new original rb,cockpit ray bans women 56mm 56 59 59mm 002 4j 4o,4246 rb clubround 51 51mm,made in italy auhtentic mirror gradient,lens lenses authentic frame shades glasses,,Composite,plastic,aviator,non-polarized,51,19,145,unisex-adult,Black Frame / Brown Pink Flash Lens 1197Z2,
8Z-PFLV-31S9,"Ray-Ban RB4246 Clubround Unisex Sunglasses (Black Frame/Green Lens 901, 51)",,Ray-Ban,mRB4246,e901,"The newest Ray-Ban legend was inspired by the authentic style of modern intellectuals and bohemian creatives : introducing the Clubround. As unmistakable as it is unique, the Clubround is the combination of two of the year’s most successful trends, the Clubmaster and Round styles. Yet this authentic design with unique new colors and lenses is about to become an icon in its own right. The Clubround’s phantos sun shape creates a bold identity with an unmistakable profile in premium quality acetate and metal, resilient with a perfect finish. With classic and contemporary mirror lenses that guarantee 100% protected, ultra-clear vision, the Ray-Ban Clubround is a new icon with both style and substance. These brand new styles are available for pre-release, only on ray-ban.com.",sunglasses,139.99,Model: RB4246 Clubround.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Style: Clubround,Gender: Unisex,Made in Italy.,Ray Ban rayban ray-ban new original rb,cockpit ray bans women 56mm 56 59 59mm 002 4j 4o,4246 rb clubround 51 51mm,made in italy auhtentic mirror gradient,lens lenses authentic frame shades glasses,,Composite,plastic,aviator,non-polarized,51,19,145,unisex-adult,Black Frame/Green Lens 901,
5J-6ECM-0PUA,"Ray-Ban RB4246 Clubround Unisex Sunglasses (Black Havana Frame/Green Lens 1157, 51)",,Ray-Ban,mRB4246,e1157,"The newest Ray-Ban legend was inspired by the authentic style of modern intellectuals and bohemian creatives : introducing the Clubround. As unmistakable as it is unique, the Clubround is the combination of two of the year’s most successful trends, the Clubmaster and Round styles. Yet this authentic design with unique new colors and lenses is about to become an icon in its own right. The Clubround’s phantos sun shape creates a bold identity with an unmistakable profile in premium quality acetate and metal, resilient with a perfect finish. With classic and contemporary mirror lenses that guarantee 100% protected, ultra-clear vision, the Ray-Ban Clubround is a new icon with both style and substance. These brand new styles are available for pre-release, only on ray-ban.com.",sunglasses,139.99,Model: RB4246 Clubround.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Style: Clubround,Gender: Unisex,Made in Italy.,Ray Ban rayban ray-ban new original rb,cockpit ray bans women 56mm 56 59 59mm 002 4j 4o,4246 rb clubround 51 51mm,made in italy auhtentic mirror gradient,lens lenses authentic frame shades glasses,,Composite,plastic,aviator,non-polarized,51,19,145,unisex-adult,Black Havana Frame/Green Lens 1157,
A9-Y0Q1-5YSO,"Ray-Ban RB4246 Clubround Unisex Sunglasses (Blue Frame/Green Blue Mirror Lens 984/30, 51)",,Ray-Ban,mRB4246,e98430,"The newest Ray-Ban legend was inspired by the authentic style of modern intellectuals and bohemian creatives : introducing the Clubround. As unmistakable as it is unique, the Clubround is the combination of two of the year’s most successful trends, the Clubmaster and Round styles. Yet this authentic design with unique new colors and lenses is about to become an icon in its own right. The Clubround’s phantos sun shape creates a bold identity with an unmistakable profile in premium quality acetate and metal, resilient with a perfect finish. With classic and contemporary mirror lenses that guarantee 100% protected, ultra-clear vision, the Ray-Ban Clubround is a new icon with both style and substance. These brand new styles are available for pre-release, only on ray-ban.com.",sunglasses,169.99,Model: RB4246 Clubround.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Style: Clubround,Gender: Unisex,Made in Italy.,Ray Ban rayban ray-ban new original rb,cockpit ray bans women 56mm 56 59 59mm 002 4j 4o,4246 rb clubround 51 51mm,made in italy auhtentic mirror gradient,lens lenses authentic frame shades glasses,,Composite,plastic,aviator,non-polarized,51,19,145,unisex-adult,Blue Frame/Green Blue Mirror Lens 984/30,
EZ-PN3B-B7R3,"Ray-Ban RB4246 Clubround Unisex Sunglasses (Brown Havana Frame/Brown Lens 1160, 51)",,Ray-Ban,mRB4246,e1160,"The newest Ray-Ban legend was inspired by the authentic style of modern intellectuals and bohemian creatives : introducing the Clubround. As unmistakable as it is unique, the Clubround is the combination of two of the year’s most successful trends, the Clubmaster and Round styles. Yet this authentic design with unique new colors and lenses is about to become an icon in its own right. The Clubround’s phantos sun shape creates a bold identity with an unmistakable profile in premium quality acetate and metal, resilient with a perfect finish. With classic and contemporary mirror lenses that guarantee 100% protected, ultra-clear vision, the Ray-Ban Clubround is a new icon with both style and substance. These brand new styles are available for pre-release, only on ray-ban.com.",sunglasses,139.99,Model: RB4246 Clubround.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Style: Clubround,Gender: Unisex,Made in Italy.,Ray Ban rayban ray-ban new original rb,cockpit ray bans women 56mm 56 59 59mm 002 4j 4o,4246 rb clubround 51 51mm,made in italy auhtentic mirror gradient,lens lenses authentic frame shades glasses,,Composite,plastic,aviator,non-polarized,51,19,145,unisex-adult,Brown Havana Frame/Brown Lens 1160,
DP-H1Z1-8AQO,"Ray-Ban RB4246 Clubround Unisex Sunglasses (Wrinkled White Frame/Green Mirror Lens 988/2X, 51)",,Ray-Ban,mRB4246,e9882X,"The newest Ray-Ban legend was inspired by the authentic style of modern intellectuals and bohemian creatives : introducing the Clubround. As unmistakable as it is unique, the Clubround is the combination of two of the year’s most successful trends, the Clubmaster and Round styles. Yet this authentic design with unique new colors and lenses is about to become an icon in its own right. The Clubround’s phantos sun shape creates a bold identity with an unmistakable profile in premium quality acetate and metal, resilient with a perfect finish. With classic and contemporary mirror lenses that guarantee 100% protected, ultra-clear vision, the Ray-Ban Clubround is a new icon with both style and substance. These brand new styles are available for pre-release, only on ray-ban.com.",sunglasses,169.99,Model: RB4246 Clubround.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Style: Clubround,Gender: Unisex,Made in Italy.,Ray Ban rayban ray-ban new original rb,cockpit ray bans women 56mm 56 59 59mm 002 4j 4o,4246 rb clubround 51 51mm,made in italy auhtentic mirror gradient,lens lenses authentic frame shades glasses,,Composite,plastic,aviator,non-polarized,51,19,145,unisex-adult,Wrinkled White Frame/Green Mirror Lens 988/2X,
L6-EF9A-MMEA,Ray-Ban RB4250 601S9A Black Titanium Frame / Polarized Green Lens,,Ray-Ban,mRB4250,e601S9A,"Ray-Ban celebrates the introduction of an all-new feminine shape in the featherweight Tech Light-Ray category: presenting the RB 4250. This 100% tech design boasts an unmistakably functional, contemporary Ray-Ban women’s look, combining smooth feminine curves with lightweight nylon fiber fronts, and temples. The RB 4250 also comes with patented screw-less Light Ray hinges that make the frame extremely flexible but at the same time life-resistant. The frame is completed with a super fine titanium bridge and titanium temples to guarantee optimal comfort and resilient style. With contrasting colors and textures that compliment the cat-eye sun shape and a wide variety of available lenses, the RB 4250 is the perfect combination of design, technology and feminine allure.",sunglasses,184.99,Model: RB4250 Tech Light Ray.,Color: 601S9A Black Titanium Frame / Polarized Green Lens.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Gender: Women,Style: Cateye.,Ray Ban rayban ray-ban gift discount sale,4250 men women unisex for him for her titanium,cockpit gradient brown authentic original new,Sunglasses glasses frame shades original,lens lenses authentic made in italy aviator,black,Titanium,plastic,cateye,polarized,52,18,140,unisex-adult,Black,prescription-ready
CP-J8PP-S8DB,"Ray-Ban RB4250 Tech Light-Ray Titanium Women Sunglasses (Black Frame/Green CLassic Lens 601/71, 52)",,Ray-Ban,mRB4250,e60171,"Ray-Ban celebrates the introduction of an all-new feminine shape in the featherweight Tech Light-Ray category: presenting the RB 4250. This 100% tech design boasts an unmistakably functional, contemporary Ray-Ban women’s look, combining smooth feminine curves with lightweight nylon fiber fronts, and temples. The RB 4250 also comes with patented screw-less Light Ray hinges that make the frame extremely flexible but at the same time life-resistant. The frame is completed with a super fine titanium bridge and titanium temples to guarantee optimal comfort and resilient style. With contrasting colors and textures that compliment the cat-eye sun shape and a wide variety of available lenses, the RB 4250 is the perfect combination of design, technology and feminine allure.",sunglasses,154.99,Model: RB4250,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Made in Italy.,Gender: Women.,,Ray Ban rayban ray-ban new original rbs rb,pilot aviatoirs ray bans women 50mm,4250 caravan semi rimless rb man men unisex gift women club master,made in italy auhtentic gradient flash,mirrored flash lens lenses authentic frame shades glasses,not,titanium,mirrored,cateye,non-polarized,52,18,140,unisex-adult,Black Frame/Green CLassic Lens 601/71,prescription-ready
HC-HSDA-DVE0,"Ray-Ban RB4250 Tech Light-Ray Titanium Women Sunglasses (Tortoise Frame/Brown Classic Lens 710/73, 52)",,Ray-Ban,mRB4250,e71073,"Ray-Ban celebrates the introduction of an all-new feminine shape in the featherweight Tech Light-Ray category: presenting the RB 4250. This 100% tech design boasts an unmistakably functional, contemporary Ray-Ban women’s look, combining smooth feminine curves with lightweight nylon fiber fronts, and temples. The RB 4250 also comes with patented screw-less Light Ray hinges that make the frame extremely flexible but at the same time life-resistant. The frame is completed with a super fine titanium bridge and titanium temples to guarantee optimal comfort and resilient style. With contrasting colors and textures that compliment the cat-eye sun shape and a wide variety of available lenses, the RB 4250 is the perfect combination of design, technology and feminine allure.",sunglasses,154.99,Model: RB4250,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Made in Italy.,Gender: Women.,,Ray Ban rayban ray-ban new original rbs rb,pilot aviatoirs ray bans women 50mm,4250 caravan semi rimless rb man men unisex gift women club master,made in italy auhtentic gradient flash,mirrored flash lens lenses authentic frame shades glasses,not,titanium,mirrored,cateye,non-polarized,52,18,140,unisex-adult,Tortoise Frame/Brown Classic Lens 710/73,prescription-ready
HC-HSDC-DVE0,"Ray-Ban RB4250 Tech Light-Ray Titanium Women Sunglasses (Violet Frame/Copper Mirror Lens 60342Y, 52)",,Ray-Ban,mRB4250,e60342Y,"Ray-Ban celebrates the introduction of an all-new feminine shape in the featherweight Tech Light-Ray category: presenting the RB 4250. This 100% tech design boasts an unmistakably functional, contemporary Ray-Ban women’s look, combining smooth feminine curves with lightweight nylon fiber fronts, and temples. The RB 4250 also comes with patented screw-less Light Ray hinges that make the frame extremely flexible but at the same time life-resistant. The frame is completed with a super fine titanium bridge and titanium temples to guarantee optimal comfort and resilient style. With contrasting colors and textures that compliment the cat-eye sun shape and a wide variety of available lenses, the RB 4250 is the perfect combination of design, technology and feminine allure.",sunglasses,179.99,Model: RB4250,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Made in Italy.,Gender: Women.,,Ray Ban rayban ray-ban new original rbs rb,pilot aviatoirs ray bans women 50mm,4250 caravan semi rimless rb man men unisex gift women club master,made in italy auhtentic gradient flash,mirrored flash lens lenses authentic frame shades glasses,not,titanium,mirrored,cateye,non-polarized,52,18,140,unisex-adult,Violet Frame/Copper Mirror Lens 60342Y,prescription-ready
PT-KYZR-89XN,"Ray-Ban RB4257 Retro-modern Women Sunglasses (Black Gold Frame/Green Classic Lens 601/71, 50)",,Ray-Ban,mRB4257,e60171,"Women’s sunglasses just took a retro-modern twist that could change your outlook forever. Inspired by the original Ray-Ban Gatsby, it’s the RB 4257 styles. A retro-inspired rounded phantos sun shape with a distinct feminine flavor, the RB 4257 takes its cues from both the modern high-street and the icons of the past. Fusing the two together with unmistakable double-bridge frames, the RB 4257 brings a novel classic look up-to-date in a way that only Ray-Ban does best. Fusing what together? REWORK! Available in a wide range of different lenses, including modern mirror, flash and solid lenses, and utilizing high-quality frames in a range of classic and contemporary color combinations, the RB 4257 has a look to suit every feminine profile.",sunglasses,149.99,Model: RB4257.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Made in Italy.,Gender: Women.,,Ray Ban rayban ray-ban new original rbs rb,pilot aviatoirs ray bans women 50mm,4257 caravan semi rimless rb man men unisex gift women club master,made in italy auhtentic gradient flash,mirrored flash lens lenses authentic frame shades glasses,not,propionate,mirrored,clubmaster,non-polarized,50,19,145,unisex-adult,Black Gold Frame/Green Classic Lens 601/71,prescription-ready
BX-PC18-FCVK,"Ray-Ban RB4257 Retro-modern Women Sunglasses (Tortoise Gold Frame/Blue Mirror Frame 609255, 50)",,Ray-Ban,mRB4257,e609255,"Women’s sunglasses just took a retro-modern twist that could change your outlook forever. Inspired by the original Ray-Ban Gatsby, it’s the RB 4257 styles. A retro-inspired rounded phantos sun shape with a distinct feminine flavor, the RB 4257 takes its cues from both the modern high-street and the icons of the past. Fusing the two together with unmistakable double-bridge frames, the RB 4257 brings a novel classic look up-to-date in a way that only Ray-Ban does best. Fusing what together? REWORK! Available in a wide range of different lenses, including modern mirror, flash and solid lenses, and utilizing high-quality frames in a range of classic and contemporary color combinations, the RB 4257 has a look to suit every feminine profile.",sunglasses,149.99,Model: RB4257.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Made in Italy.,Gender: Women.,,Ray Ban rayban ray-ban new original rbs rb,pilot aviatoirs ray bans women 50mm,4257 caravan semi rimless rb man men unisex gift women club master,made in italy auhtentic gradient flash,mirrored flash lens lenses authentic frame shades glasses,not,propionate,mirrored,clubmaster,non-polarized,50,19,145,unisex-adult,Tortoise Gold Frame/Blue Mirror Frame 609255,prescription-ready
2O-S8Q2-82U6,"Ray-Ban RB4257 Retro-modern Women Sunglasses (Tortoise Gold Frame/Copper Mirror Lens 60922Y, 50)",,Ray-Ban,mRB4257,e60922Y,"Women’s sunglasses just took a retro-modern twist that could change your outlook forever. Inspired by the original Ray-Ban Gatsby, it’s the RB 4257 styles. A retro-inspired rounded phantos sun shape with a distinct feminine flavor, the RB 4257 takes its cues from both the modern high-street and the icons of the past. Fusing the two together with unmistakable double-bridge frames, the RB 4257 brings a novel classic look up-to-date in a way that only Ray-Ban does best. Fusing what together? REWORK! Available in a wide range of different lenses, including modern mirror, flash and solid lenses, and utilizing high-quality frames in a range of classic and contemporary color combinations, the RB 4257 has a look to suit every feminine profile.",sunglasses,149.99,Model: RB4257.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Made in Italy.,Gender: Women.,,Ray Ban rayban ray-ban new original rbs rb,pilot aviatoirs ray bans women 50mm,4257 caravan semi rimless rb man men unisex gift women club master,made in italy auhtentic gradient flash,mirrored flash lens lenses authentic frame shades glasses,not,propionate,mirrored,clubmaster,non-polarized,50,19,145,unisex-adult,Tortoise Gold Frame/Copper Mirror Lens 60922Y,prescription-ready
